product_name,description,main_category,sub_category,target_group,product_type,features,tags,attributes,price
Kadın Crop Tişört,"Kısa kesimli trend crop tişört, yüksek bel kıyafetlerle kombinlenebilir.",Giyim,Tişört,Kadın,Crop Tişört,"kısa,trend,rahat","kadın,crop,tişört,trend,yaz","{""mevsim"":[""yaz""],""kullanim"":[""günlük""],""ozellik"":[""kısa"",""trend"",""rahat""],""stil"":[""modern""]}",449
Polar Mont Unisex,Soğuk havalarda sıcak tutan fermuarlı polar mont.,Giyim,Mont,Unisex,Polar Mont,"sıcak,kışlık,rahat","soğuk,kış,mont,polar,sıcak","{""mevsim"":[""kış""],""kullanim"":[""günlük""],""ortam"":[""soğuk hava""],""ozellik"":[""sıcak tutan"",""rahat"",""kışlık""]}",1199
Kadın Şişme Mont,Soğuk kış günleri için üst düzey ısı koruması sağlayan kadın şişme mont.,Giyim,Mont,Kadın,Şişme Mont,"sıcak,hafif,şişme","kadın,mont,kış,şişme,sıcak","{""mevsim"":[""kış""],""kullanim"":[""günlük""],""ortam"":[""soğuk hava"",""kar""],""ozellik"":[""sıcak tutan"",""hafif"",""şişme""]}",2499
Erkek Kaban,"Şık kesimli kış kabası, ofis ve günlük kombinler için.",Giyim,Mont,Erkek,Kaban,"şık,kışlık,uzun","erkek,kaban,kış,şık,ofis","{""mevsim"":[""kış""],""kullanim"":[""ofis"",""günlük""],""ozellik"":[""şık"",""kışlık"",""uzun""],""stil"":[""klasik""]}",2999
Kadın Deri Ceket,"Modern kesimli kadın deri ceket, günlük kombinlere karakter katar.",Giyim,Ceket,Kadın,Deri Ceket,"deri,şık,günlük","kadın,deri,ceket,şık,trend","{""mevsim"":[""sonbahar""],""kullanim"":[""günlük""],""ozellik"":[""deri"",""şık"",""modern""],""stil"":[""rock"",""modern""]}",1999
Erkek Blazer Ceket,Ofis ve yarı resmi kullanım için şık erkek blazer ceket.,Giyim,Ceket,Erkek,Blazer,"şık,ofis,blazer","erkek,blazer,ofis,şık,resmi","{""mevsim"":[""dört mevsim""],""kullanim"":[""ofis"",""özel gün""],""ozellik"":[""şık"",""blazer"",""resmi""],""stil"":[""klasik""]}",2299
Yağmurluk Unisex,Yağmurlu havalarda su geçirmez kapüşonlu yağmurluk.,Giyim,Mont,Unisex,Yağmurluk,"su geçirmez,kapüşonlu,hafif","yağmur,yağmurluk,mont,outdoor,su geçirmez","{""mevsim"":[""ilkbahar"",""sonbahar""],""kullanim"":[""günlük"",""outdoor""],""ortam"":[""yağmur""],""ozellik"":[""su geçirmez"",""kapüşonlu"",""hafif""]}",799
Unisex Eşofman Takım,Spor ve ev kullanımı için rahat unisex eşofman takımı.,Giyim,Eşofman,Unisex,Eşofman Takım,"rahat,spor,takım","spor,eşofman,rahat,ev,takım","{""mevsim"":[""dört mevsim""],""kullanim"":[""spor"",""ev""],""ozellik"":[""rahat"",""yumuşak"",""elastik""],""stil"":[""spor""]}",999
Erkek Kapüşonlu Sweatshirt,Günlük kullanım için rahat kapüşonlu erkek sweatshirt.,Giyim,Sweatshirt,Erkek,Sweatshirt,"kapüşonlu,rahat,günlük","erkek,hoodie,sweatshirt,rahat,günlük","{""mevsim"":[""sonbahar"",""kış""],""kullanim"":[""günlük""],""ozellik"":[""kapüşonlu"",""rahat"",""günlük""],""stil"":[""rahat""]}",899
Kadın Oversize Sweatshirt,"Trend oversize kadın sweatshirt, ev ve günlük kullanıma ideal.",Giyim,Sweatshirt,Kadın,Sweatshirt,"oversize,rahat,sıcak","kadın,sweatshirt,oversize,rahat,sıcak","{""mevsim"":[""sonbahar"",""kış""],""kullanim"":[""günlük"",""ev""],""ozellik"":[""oversize"",""rahat"",""sıcak""],""stil"":[""rahat""]}",799
Erkek Spor Şort,Spor aktiviteleri için nefes alabilir hafif erkek spor şortu.,Giyim,Şort,Erkek,Spor Şort,"hafif,nefes alabilir,spor","erkek,şort,spor,yaz,hafif","{""mevsim"":[""yaz""],""kullanim"":[""spor"",""günlük""],""ozellik"":[""hafif"",""nefes alabilir"",""spor""],""stil"":[""spor""]}",549
Kadın Şort,Yaz günleri için rahat hafif kadın şortu.,Giyim,Şort,Kadın,Şort,"hafif,yazlık,rahat","kadın,şort,yaz,rahat,hafif","{""mevsim"":[""yaz""],""kullanim"":[""günlük""],""ozellik"":[""hafif"",""yazlık"",""rahat""],""stil"":[""rahat""]}",499
Dökülme Karşıtı Şampuan,Saç dökülmesini önlemek için güçlendirici bakım sağlayan şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"dökülme karşıtı,güçlendirici,onarıcı","saç dökülmesi,şampuan,bakım,güçlendirici","{""problem"":[""saç dökülmesi""],""urun_tipi"":[""şampuan""],""ozellik"":[""dökülme karşıtı"",""güçlendirici""],""sac_tipi"":[""tüm saç tipleri""]}",249
Kepek Karşıtı Şampuan,Kepek sorununu gidermeye yönelik çinko içerikli özel şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"kepek karşıtı,çinko,temizleyici","kepek,kepekli saç,şampuan,saç bakımı,çinko","{""problem"":[""kepek""],""urun_tipi"":[""şampuan""],""ozellik"":[""kepek karşıtı"",""çinko"",""temizleyici""],""sac_tipi"":[""kepekli saç"",""tüm saç tipleri""]}",229
Yağlı Saç Şampuanı,Yağlı saçları dengeleyen ve uzun süre temiz tutan özel şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"yağ dengeleyici,temizleyici,ferahlatıcı","yağlı saç,yağlanma,şampuan,saç bakımı,dengeleyici","{""problem"":[""yağlanma""],""urun_tipi"":[""şampuan""],""ozellik"":[""yağ dengeleyici"",""temizleyici"",""ferahlatıcı""],""sac_tipi"":[""yağlı saç""]}",219
Kuru Saç Nemlendirici Şampuan,Kuru ve yıpranmış saçlar için yoğun nem sağlayan nemlendirici şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"nemlendirici,onarıcı,kuru saç","kuru saç,şampuan,nem,onarıcı","{""problem"":[""kuru saç"",""yıpranma""],""urun_tipi"":[""şampuan""],""ozellik"":[""nemlendirici"",""onarıcı"",""yumuşatıcı""],""sac_tipi"":[""kuru saç""]}",239
Boyalı Saç Şampuanı,Boyalı saçların rengini korumaya ve canlı tutmaya yönelik şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"renk koruyucu,boyalı saç,onarıcı","boyalı saç,şampuan,renk,bakım","{""problem"":[""renk solması""],""urun_tipi"":[""şampuan""],""ozellik"":[""renk koruyucu"",""onarıcı""],""sac_tipi"":[""boyalı saç""]}",269
Saç Onarım Kremi,Yıpranmış ve hasarlı saçlar için yoğun onarım sağlayan saç kremi.,Kişisel Bakım,Saç Bakımı,Unisex,Saç Kremi,"onarıcı,yoğun bakım,yumuşatıcı","saç kremi,onarım,yıpranma,bakım","{""problem"":[""yıpranma"",""hasar""],""urun_tipi"":[""saç kremi""],""ozellik"":[""onarıcı"",""yoğun bakım"",""yumuşatıcı""],""sac_tipi"":[""yıpranmış saç""]}",199
Saç Maskesi Besleyici,"Haftada bir uygulanan, saçı besleyen ve parlaklık veren saç maskesi.",Kişisel Bakım,Saç Bakımı,Unisex,Saç Maskesi,"besleyici,parlak,yoğun bakım","saç maskesi,besleyici,parlaklık,bakım","{""problem"":[""cansız saç"",""beslenme""],""urun_tipi"":[""saç maskesi""],""ozellik"":[""besleyici"",""parlaklık"",""yoğun bakım""],""sac_tipi"":[""tüm saç tipleri""]}",279
Saç Serumu Güçlendirici,Saçı güçlendiren ve kırılmaya karşı koruyan günlük kullanım serumu.,Kişisel Bakım,Saç Bakımı,Unisex,Saç Serumu,"güçlendirici,kırılma karşıtı,günlük","saç serumu,kırılma,güçlendirici,bakım","{""problem"":[""kırılma"",""dökülme""],""urun_tipi"":[""serum""],""ozellik"":[""güçlendirici"",""kırılma karşıtı""],""sac_tipi"":[""tüm saç tipleri""]}",349
Saç Yağı Argan,"Argan yağı içerikli saç yağı, saçlara parlaklık ve yumuşaklık verir.",Kişisel Bakım,Saç Bakımı,Unisex,Saç Yağı,"argan,parlaklık,yumuşatıcı","saç yağı,argan,parlaklık,besleyici","{""problem"":[""mat saç"",""kuruluk""],""urun_tipi"":[""saç yağı""],""ozellik"":[""argan"",""parlaklık"",""yumuşatıcı""],""sac_tipi"":[""tüm saç tipleri""]}",399
Saç Dökülmesi Losyonu,Saç köklerini besleyen ve dökülmeye karşı etkili saç losyonu.,Kişisel Bakım,Saç Bakımı,Unisex,Saç Losyonu,"dökülme karşıtı,kök besleyici","saç dökülmesi,losyon,kök,besleyici","{""problem"":[""saç dökülmesi""],""urun_tipi"":[""losyon""],""ozellik"":[""dökülme karşıtı"",""kök besleyici""],""sac_tipi"":[""tüm saç tipleri""]}",449
Nemlendirici Yüz Kremi,Günlük cilt bakımı için yoğun nem sağlayan hafif yüz kremi.,Kişisel Bakım,Cilt Bakımı,Kadın,Nemlendirici,"nemlendirici,hafif,günlük","cilt bakımı,nemlendirici,yüz kremi,günlük","{""kullanim"":[""sabah"",""akşam""],""cilt_tipi"":[""tüm cilt tipleri""],""ozellik"":[""nemlendirici"",""hafif"",""günlük""],""problem"":[""kuruluk""]}",399
Gece Kremi Onarıcı,Gece uyku sırasında cildi onaran ve yenileyen yoğun gece kremi.,Kişisel Bakım,Cilt Bakımı,Kadın,Gece Kremi,"onarıcı,yenileyici,gece","cilt bakımı,gece kremi,onarım,yaşlanma","{""kullanim"":[""gece""],""cilt_tipi"":[""kuru"",""karma""],""ozellik"":[""onarıcı"",""yenileyici"",""yoğun""],""problem"":[""yaşlanma"",""kırışık""]}",549
Yüz Yıkama Köpüğü,Günlük cilt temizliği için hassas ciltlere uygun yüz yıkama köpüğü.,Kişisel Bakım,Cilt Bakımı,Unisex,Temizleyici,"nazik,temizleyici,hassas","yüz temizleme,köpük,günlük,hassas cilt","{""kullanim"":[""sabah"",""akşam""],""cilt_tipi"":[""hassas"",""normal""],""ozellik"":[""nazik"",""temizleyici"",""köpüklü""],""problem"":[""kirlilik""]}",199
Güneş Kremi SPF50,Yüz ve vücut için yüksek koruma sağlayan hafif güneş kremi.,Kişisel Bakım,Cilt Bakımı,Unisex,Güneş Kremi,"SPF50,hafif,su geçirmez","güneş kremi,spf,koruma,yaz,plaj","{""kullanim"":[""güneş koruma""],""spf"":[""50""],""ozellik"":[""yüksek koruma"",""hafif"",""su dayanıklı""],""mevsim"":[""yaz""]}",349
Cilt Tonu Eşitleyici Serum,Cilt tonunu eşitleyen ve lekeleri azaltan aydınlatıcı serum.,Kişisel Bakım,Cilt Bakımı,Kadın,Cilt Serumu,"aydınlatıcı,ton eşitleyici,leke karşıtı","serum,leke,cilt tonu,aydınlatıcı","{""kullanim"":[""sabah"",""akşam""],""cilt_tipi"":[""tüm cilt tipleri""],""ozellik"":[""aydınlatıcı"",""ton eşitleyici""],""problem"":[""leke"",""cilt tonu""]}",699
Göz Çevresi Kremi,İnce çizgi ve göz altı halkalarını azaltan besleyici göz çevresi kremi.,Kişisel Bakım,Cilt Bakımı,Kadın,Göz Kremi,"onarıcı,halka karşıtı,nemlendirici","göz kremi,halka,ince çizgi,yaşlanma","{""kullanim"":[""sabah"",""akşam""],""ozellik"":[""halka azaltıcı"",""onarıcı"",""nemlendirici""],""problem"":[""göz altı halkası"",""ince çizgi""]}",499
Yüz Peeling,Ölü deriden arındıran ve cilt dokusunu yumuşatan haftalık peeling.,Kişisel Bakım,Cilt Bakımı,Unisex,Peeling,"arındırıcı,pürüzsüzleştirici,haftalık","peeling,yüz,arındırma,ölü deri,cilt","{""kullanim"":[""haftalık""],""cilt_tipi"":[""normal"",""karma""],""ozellik"":[""arındırıcı"",""pürüzsüzleştirici""],""problem"":[""ölü deri"",""sıkışık por""]}",299
Micellar Su,Yüz ve makyaj temizliği için doğal içerikli micellar su.,Kişisel Bakım,Cilt Bakımı,Unisex,Temizleyici,"nazik,makyaj temizleyici,doğal","micellar su,makyaj temizleme,nazik,cilt","{""kullanim"":[""makyaj temizleme"",""günlük""],""cilt_tipi"":[""hassas"",""tüm tipler""],""ozellik"":[""nazik"",""makyaj temizleyici"",""doğal""]}",179
Beyazlatıcı Diş Macunu,Diş sararmalarını azaltan ve diş minesini güçlendiren beyazlatıcı macun.,Kişisel Bakım,Ağız Bakımı,Unisex,Diş Macunu,"beyazlatıcı,mine güçlendirici,günlük","diş macunu,beyazlatma,ağız bakımı,günlük","{""kullanim"":[""günlük""],""ozellik"":[""beyazlatıcı"",""mine güçlendirici""],""problem"":[""sarı diş"",""güçsüz mine""]}",129
Florürlü Diş Macunu,Çürüklere karşı koruma sağlayan florürlü günlük diş macunu.,Kişisel Bakım,Ağız Bakımı,Unisex,Diş Macunu,"florürlü,çürük önleyici,günlük","diş macunu,florür,çürük,günlük,ağız","{""kullanim"":[""günlük""],""ozellik"":[""florürlü"",""çürük önleyici""],""problem"":[""çürük""]}",99
Ağız Gargarası Antibakteriyel,Ağız içi bakterilere karşı etkili antibakteriyel gargara.,Kişisel Bakım,Ağız Bakımı,Unisex,Ağız Gargarası,"antibakteriyel,tazeleyici,günlük","gargara,ağız bakımı,antibakteriyel,taze,nefes","{""kullanim"":[""günlük""],""ozellik"":[""antibakteriyel"",""taze nefes""],""problem"":[""kötü nefes"",""bakteri""]}",149
Diş İpi,Diş araları temizliği için kullanışlı taşınabilir diş ipi.,Kişisel Bakım,Ağız Bakımı,Unisex,Diş İpi,"temizleyici,taşınabilir,günlük","diş ipi,ağız bakımı,temizlik,günlük","{""kullanim"":[""günlük""],""ozellik"":[""temizleyici"",""taşınabilir""],""problem"":[""diş arası temizliği""]}",79
Erkek Odunsu Parfüm,Derin ve maskülen odunsu notaların öne çıktığı erkek parfümü.,Kişisel Bakım,Parfüm,Erkek,Parfüm,"odunsu,maskülen,kalıcı","erkek,parfüm,odunsu,güçlü,maskülen","{""koku_ailesi"":[""odunsu""],""kullanim"":[""günlük"",""özel gün""],""ozellik"":[""kalıcı"",""maskülen"",""güçlü""]}",1299
Kadın Çiçeksi Parfüm,Taze çiçeksi notaların öne çıktığı feminen kadın parfümü.,Kişisel Bakım,Parfüm,Kadın,Parfüm,"çiçeksi,feminen,taze","kadın,parfüm,çiçeksi,taze,feminen","{""koku_ailesi"":[""çiçeksi""],""kullanim"":[""günlük""],""ozellik"":[""taze"",""feminen"",""çiçeksi""]}",1199
Unisex Misk Parfüm,Unisex kullanıma uygun sıcak misk ve amber notaları içeren parfüm.,Kişisel Bakım,Parfüm,Unisex,Parfüm,"misk,amber,unisex","parfüm,misk,unisex,sıcak,amber","{""koku_ailesi"":[""misk"",""amber""],""kullanim"":[""günlük"",""özel gün""],""ozellik"":[""ılık"",""unisex"",""kalıcı""]}",1499
Erkek Spor Parfüm,Ferah ve enerjik spor notaları içeren günlük erkek parfümü.,Kişisel Bakım,Parfüm,Erkek,Parfüm,"ferah,spor,enerjik","erkek,parfüm,spor,ferah,günlük","{""koku_ailesi"":[""aquatik"",""fougere""],""kullanim"":[""günlük"",""spor""],""ozellik"":[""ferah"",""enerjik"",""hafif""]}",999
Vücut Losyonu Nemlendirici,Vücudu günlük nembesleme için hafif emilen vücut losyonu.,Kişisel Bakım,Cilt Bakımı,Unisex,Vücut Losyonu,"nemlendirici,hafif,günlük","vücut losyonu,nem,günlük,cilt bakımı","{""kullanim"":[""banyo sonrası"",""günlük""],""ozellik"":[""nemlendirici"",""hafif"",""hızlı emilen""],""cilt_tipi"":[""tüm tipler""]}",229
El Kremi Onarıcı,Yoğun onarım ihtiyacı duyan kuru eller için besleyici el kremi.,Kişisel Bakım,Cilt Bakımı,Unisex,El Kremi,"onarıcı,besleyici,kuru el","el kremi,kuru el,onarım,nemlendirici","{""kullanim"":[""günlük""],""ozellik"":[""onarıcı"",""besleyici"",""yoğun""],""cilt_tipi"":[""kuru el""],""problem"":[""kuru el"",""çatlak""]}",149
Duş Jeli Aromatik,Ferahlatıcı aromatik çiçek kokusuyla günlük banyo için duş jeli.,Kişisel Bakım,Cilt Bakımı,Unisex,Duş Jeli,"aromatik,ferahlatıcı,günlük","duş jeli,banyo,aromatik,temizleyici","{""kullanim"":[""banyo"",""günlük""],""ozellik"":[""aromatik"",""ferahlatıcı"",""temizleyici""]}",139
Kablosuz Bluetooth Kulaklık,Müzik ve telefon kullanımı için gürültü azaltmalı kablosuz kulaklık.,Elektronik,Ses,Unisex,Kulaklık,"kablosuz,bluetooth,gürültü azaltma","kulaklık,bluetooth,müzik,kablosuz,telefon","{""baglanti"":[""bluetooth""],""kullanim"":[""müzik"",""telefon""],""ozellik"":[""gürültü azaltma"",""kablosuz"",""taşınabilir""]}",1599
Kablolu Oyuncu Kulaklığı,Oyun deneyimini artıran mikrofonlu kablolu oyuncu kulaklığı.,Elektronik,Ses,Unisex,Oyuncu Kulaklığı,"oyuncu,mikrofon,kablolu","kulaklık,oyun,gaming,mikrofon,kablolu","{""baglanti"":[""kablolu""],""kullanim"":[""oyun"",""bilgisayar""],""ozellik"":[""mikrofon"",""oyuncu"",""surround ses""]}",1299
Kulak İçi Bluetooth Kulaklık,Kompakt tasarımlı şarj kutulu kablosuz kulak içi kulaklık.,Elektronik,Ses,Unisex,Kulak İçi Kulaklık,"kompakt,bluetooth,şarj kutusu","kulaklık,earbuds,bluetooth,kompakt,taşınabilir","{""baglanti"":[""bluetooth""],""kullanim"":[""müzik"",""spor"",""günlük""],""ozellik"":[""kompakt"",""şarj kutusu"",""kablosuz""]}",1199
Bluetooth Hoparlör Taşınabilir,Açık hava ve ev kullanımı için güçlü ses çıkışlı bluetooth hoparlör.,Elektronik,Ses,Unisex,Bluetooth Hoparlör,"bluetooth,taşınabilir,su geçirmez","hoparlör,bluetooth,taşınabilir,outdoor,müzik","{""baglanti"":[""bluetooth""],""kullanim"":[""müzik"",""outdoor"",""ev""],""ozellik"":[""taşınabilir"",""su geçirmez"",""güçlü ses""]}",1499
Ev Sinema Hoparlörü,Yüksek ses kalitesiyle ev sinema deneyimi için gelişmiş hoparlör sistemi.,Elektronik,Ses,Unisex,Ev Hoparlörü,"yüksek ses kalitesi,ev sinema,güçlü","hoparlör,ev sinema,müzik,ses sistemi","{""baglanti"":[""kablolu"",""bluetooth""],""kullanim"":[""ev"",""müzik"",""sinema""],""ozellik"":[""yüksek ses kalitesi"",""güçlü"",""stereo""]}",3999
Kablosuz Mouse Sessiz,Bilgisayar kullanımı için ergonomik sessiz kablosuz mouse.,Elektronik,Bilgisayar,Unisex,Mouse,"kablosuz,ergonomik,sessiz","mouse,bilgisayar,kablosuz,ofis,ergonomik","{""baglanti"":[""kablosuz""],""kullanim"":[""bilgisayar"",""ofis""],""ozellik"":[""ergonomik"",""sessiz"",""kablosuz""]}",349
Oyuncu Mouse RGB,Yüksek DPI ayarlı RGB ışıklı oyuncu mouse.,Elektronik,Bilgisayar,Unisex,Oyuncu Mouse,"RGB,yüksek DPI,oyuncu","mouse,gaming,rgb,oyuncu,bilgisayar","{""baglanti"":[""kablolu""],""kullanim"":[""oyun"",""bilgisayar""],""ozellik"":[""RGB"",""yüksek DPI"",""oyuncu""]}",799
Mekanik Oyuncu Klavyesi,RGB ışıklı mekanik switch'li oyuncu klavyesi.,Elektronik,Bilgisayar,Unisex,Klavye,"mekanik,rgb,oyuncu","klavye,mekanik,rgb,oyuncu,gaming","{""baglanti"":[""kablolu""],""kullanim"":[""oyun"",""bilgisayar""],""ozellik"":[""mekanik"",""RGB"",""oyuncu""]}",1299
Kablosuz Klavye Mouse Set,Ofis kullanımı için kompakt kablosuz klavye ve mouse kombinasyonu.,Elektronik,Bilgisayar,Unisex,Klavye Mouse Set,"kablosuz,kompakt,ofis","klavye,mouse,kablosuz,ofis,set","{""baglanti"":[""kablosuz""],""kullanim"":[""ofis"",""bilgisayar""],""ozellik"":[""kablosuz"",""kompakt"",""set""]}",699
Monitör 24 Inç,Full HD çözünürlüklü 24 inç geniş ekran bilgisayar monitörü.,Elektronik,Bilgisayar,Unisex,Monitör,"full HD,24 inç,geniş ekran","monitör,ekran,full HD,bilgisayar,24 inç","{""ekran_boyutu"":[""24 inç""],""cozunurluk"":[""1080p""],""kullanim"":[""bilgisayar"",""ofis""],""ozellik"":[""full HD"",""geniş ekran""]}",5999
Web Kamera HD,Uzaktan çalışma ve video konferans için HD görüntü kaliteli web kamerası.,Elektronik,Bilgisayar,Unisex,Web Kamerası,"HD,video konferans,mikrofon","web kamera,HD,uzaktan çalışma,konferans,video","{""kullanim"":[""video konferans"",""uzaktan çalışma""],""ozellik"":[""HD"",""dahili mikrofon"",""geniş açı""]}",1099
USB Hub 7 Port,Bilgisayarın USB kapasitesini artıran 7 portlu USB hub.,Elektronik,Bilgisayar,Unisex,USB Hub,"7 port,hızlı,kompakt","usb hub,port,bilgisayar,şarj,bağlantı","{""port_sayisi"":[""7""],""baglanti"":[""USB-A"",""USB-C""],""kullanim"":[""bilgisayar"",""ofis""],""ozellik"":[""çoklu port"",""kompakt""]}",449
Powerbank 10000mAh,Kompakt tasarımlı hızlı şarj destekli 10000mAh taşınabilir şarj aleti.,Elektronik,Telefon Aksesuarı,Unisex,Powerbank,"10000mAh,kompakt,hızlı şarj","powerbank,10000,kompakt,şarj,telefon","{""kapasite"":[""10000mAh""],""kullanim"":[""telefon şarjı""],""ozellik"":[""kompakt"",""hızlı şarj""]}",649
Telefon Kılıfı Şeffaf,Telefonun tasarımını koruyan ve görünür kılan şeffaf silikon telefon kılıfı.,Elektronik,Telefon Aksesuarı,Unisex,Telefon Kılıfı,"şeffaf,silikon,darbe emici","telefon kılıfı,şeffaf,koruma,silikon","{""kullanim"":[""telefon koruma""],""ozellik"":[""şeffaf"",""silikon"",""darbe emici""]}",149
Kablosuz Şarj Standı,Qi destekli akıllı telefonlar için hızlı kablosuz şarj standı.,Elektronik,Telefon Aksesuarı,Unisex,Kablosuz Şarj,"kablosuz,Qi,hızlı şarj","kablosuz şarj,Qi,telefon,hızlı şarj","{""baglanti"":[""kablosuz"",""Qi""],""kullanim"":[""telefon şarjı""],""ozellik"":[""kablosuz"",""hızlı şarj""]}",599
Araç Telefon Tutucu,Araç içinde güvenli kullanım için manyetik araç telefon tutucu.,Elektronik,Telefon Aksesuarı,Unisex,Telefon Tutucu,"manyetik,araç,güvenli kullanım","telefon tutucu,araç,manyetik,navigasyon","{""kullanim"":[""araç"",""navigasyon""],""ozellik"":[""manyetik"",""ayarlanabilir"",""araç içi""]}",199
Akıllı Saat Spor,Spor takibi ve bildirim özellikleriyle günlük kullanıma uygun akıllı saat.,Elektronik,Giyilebilir Teknoloji,Unisex,Akıllı Saat,"spor takibi,bildirim,su geçirmez","akıllı saat,spor,bildirim,fitness,sağlık","{""baglanti"":[""bluetooth""],""kullanim"":[""spor"",""günlük"",""sağlık takibi""],""ozellik"":[""spor takibi"",""bildirim"",""su geçirmez""]}",2499
